"GeneID","X04006","X15004","X16004","X19005","X24005","X26008","X28028","X28032","X31007","X63001","X08018","X24019","X28003","X36001","LAL5"
"1021_at",4.84835689095243,4.76392682408595,4.47094869930902,4.66943797261732,4.9337628556491,4.76388904589749,5.31288503080701,4.45175259136108,4.80066365310474,4.41651794215664,4.64700467544762,4.64138184645335,4.67454731602385,4.66632002153976,5.28192730450399
"1022_f_at",3.68851327787953,3.7312275398694,3.94983865604637,3.7776967664826,3.65443248599422,3.61822202805844,3.88729025732911,3.9572200306545,4.0862289974559,4.50226119051577,4.01655580487271,3.90617207481802,4.10409229078772,3.86198188914646,3.84227396829119
"1023_at",6.30821317580399,5.79088809024831,5.82868905804174,5.44935050499582,5.47907502973437,5.77691207025684,5.74166473747551,5.66449422953679,5.56210994296107,5.34206703826478,5.68050471815284,6.02744498464348,5.70775630995906,5.74677409489235,5.74063060529557
"1024_at",6.33670426570811,5.70717262906509,5.94493172901938,5.90966456213744,5.73931587433862,6.23354649442984,5.56129356651755,5.36035116574888,5.72658563986311,5.54745558212062,5.8379668115292,6.04007071887271,5.66413875900333,5.64851858815322,5.60600863948336
"1025_g_at",4.72926664601601,4.56662449279112,5.01921067750782,4.6874654440952,4.15283751361464,4.78820643243424,4.66876339600526,4.58509224382354,4.22473676236476,4.3135364071813,4.5907790274217,4.64430593684119,4.76802240092871,4.38386076556495,4.39259786804865
"1026_s_at",6.75246591169679,6.38532659299056,6.78514840529559,6.5537722095652,6.17279331501445,6.89796024956125,6.41313071209901,6.38793677690337,6.42539734635864,5.74139716845916,6.50266693021059,7.15588110004683,6.5205566778338,6.58629201773064,6.52674330929818
"1027_at",5.56297734314666,5.3369717643344,5.60940402556771,5.54411593078096,5.18760508437128,5.57757632077243,5.42874877744603,5.2953704802552,5.28536249917233,5.18980475457,5.23393631198883,5.41913538987527,5.4446905955917,5.16674952280423,5.61601234911839
"1028_at",5.3146815916396,4.50957223527675,4.56174670115031,4.61547142060069,4.54320304841943,5.09059370167425,4.98744857869895,5.00679127267024,4.27380369454201,3.93759643616362,4.51294619507663,4.98977770320425,4.9082206945481,4.77924797180583,4.73160475895609
"1029_s_at",3.82311922660073,3.1829510754544,3.4825002855797,3.35288160468037,3.42697799767661,3.83478060222399,3.85663861944388,3.475045124319,3.28109008245928,3.35900936519182,3.18078253576864,3.63273880621798,3.58348706888733,3.33059654320807,3.67809765999295
"102_at",5.01826562533019,3.45537341966624,3.47383570105838,3.3605510065637,3.0198264028729,4.6255763412573,3.56442185340211,3.65601413543998,3.14597859441883,3.19724944626922,3.03972168948051,4.27895501370538,3.25643982240681,3.5336781084932,3.30967499774307
"1030_s_at",7.5385109855942,7.74383023818502,6.80902389259729,7.87025994403317,7.87906579172252,7.90011340479458,8.11926412408912,8.22062065554172,7.14603965815551,7.93819257141477,7.68370592296261,7.73272722243902,8.17536552719272,7.64701630853189,7.54588176942534
"1031_at",4.95829922126247,4.5766314520452,4.71197030466206,4.48384527646117,5.12374978751562,4.99608571828118,5.11321582263609,5.39676394543929,4.787540920615,5.0246002702917,5.09296721604467,4.40002348592371,4.95783979625601,4.81993045261983,4.66610892707121
"1032_at",7.62607574125095,7.61100007397846,8.11109368731693,7.79929083565164,7.14005289004158,7.26201771069359,7.28718485100513,7.36959770763889,7.85724457223166,7.55734323150509,7.69268057981651,7.50168172230851,7.60908984846822,7.40985272310832,7.49862776222416
"1033_g_at",5.86579382148066,5.62291508583698,5.66837759235273,5.53501980329243,5.29277622919402,5.75974047128147,5.47737695878662,5.70930702223545,5.50867962267932,5.08239358510555,5.53303452723464,5.78319486522318,5.7381048861235,5.74949698164983,5.75957452930814
"1034_at",5.49733810704726,5.46609180205275,5.4199943249528,5.35756947729293,4.89391035892504,5.52225455951144,5.14676204650861,5.08730426909851,5.18181211838611,4.70187751146696,5.21040618876097,5.30467654237284,5.6356761587724,5.14018893190685,5.31867368008368
"1035_g_at",5.80455326686683,5.93611928370585,6.169355594214,5.81130020467378,5.20716852064911,5.85513580404324,5.6455505766577,5.75237684181605,5.94742147325965,5.71554770009284,5.92537114587854,5.8899034350921,6.16050630531117,5.63084679730958,5.70157863249114
"1036_at",3.57706004380406,3.44148393942948,3.58363770730152,3.30926140261433,3.49001072714354,3.3266162848884,3.68101461996129,3.45029192594508,3.64346047735324,3.97130339389061,3.51033539295823,3.60608114101896,3.458889663131,3.30875288004148,3.71355812765475
"1037_at",3.93144293393749,3.47418804295588,3.47480952926215,3.53917662449342,3.58236060879276,4.18317870647249,3.3452075464188,3.45174201384851,3.49445281275387,3.62981264111564,3.279526917015,4.47333343011322,3.66041075044946,3.34702507720313,3.2640275390685
"1038_s_at",7.36251852158112,5.85832715504296,5.90694625956731,6.08040021283971,6.92292333978675,7.40784805080027,6.81655882758259,5.70346272253137,5.60207389744354,8.64176687363948,6.039602129745,5.52832870161527,5.43639797381446,6.48517283783498,5.75284460514307
"1039_s_at",5.73997332945986,6.01170183848206,5.62439753781956,6.60662559416193,6.71085404505344,5.93654550870251,6.21090045263761,6.32773524311473,6.47972605079502,6.97591391563907,6.67753900626958,6.39692172661915,5.94952404732917,6.66818228639859,7.10889511245363
"103_at",6.04459159024354,5.73118601474294,5.56313481190206,6.09349428910939,5.75470484962771,5.98998978023822,5.88066830256779,5.50746060832467,5.32671932520924,5.13480626163466,6.03628826564101,5.7374286288206,6.34671264585706,8.04867818235119,6.17969485346903
"1040_s_at",4.59103801586447,4.29875345490991,4.42303604106267,4.30434036832653,4.70142171034685,4.86689169514637,4.53917654032973,4.52470078545419,4.44686261350529,4.03011297067587,4.51066164992965,4.97148900542048,4.59528838810261,4.43326731085864,4.63970052011317
"1041_at",5.25489887404135,4.80588253335571,4.70519107400261,4.82664656845596,4.13215768914823,4.8231437562999,4.40713367970192,4.5286899358624,4.18127305012475,4.46809040198788,4.46310826296772,5.10712710729044,4.70562507833721,4.74799913695764,4.5541882645679
"1042_at",3.52475518671092,2.93753758959892,3.23353302567551,3.30374081570489,2.66981009781459,3.15343231115425,3.20990535136475,3.11841899438618,2.92254753576862,3.03880488146413,2.93663582600187,3.23110805248079,3.14195347104572,3.10833580500396,2.9620168028785
"1043_s_at",3.03408429151566,3.07382390388407,3.12304495802951,3.06863901568949,3.30606315919327,3.15003227576879,3.0778339382864,3.6672154475156,3.06623261654146,3.18850453538862,2.81690879511969,2.97674348200207,3.08697243804185,3.03142428221332,3.23071775491563
"1044_s_at",4.57066941630317,4.89200932296006,4.88992033596002,4.33937109918608,5.35822943186159,4.19156898536104,5.19233701302176,5.10366761962206,4.75466499757423,4.61599024838808,7.01929452302597,6.77040806190511,7.01505854087738,6.55605559423839,7.30372338105373
"1045_s_at",5.81357785847731,3.43714669206663,3.89208783784243,4.13417240037862,3.87306348925243,5.7000550462516,3.61841829836707,3.48769583770575,3.28723959653454,3.34310443224373,3.54183290223923,5.53784205161144,3.43816961877803,5.01142590599637,3.62412169878994
"1046_at",4.5963169756263,3.929696414057,3.66325997844077,3.83848595229401,4.54989890199165,4.20612749219164,4.21870858241693,4.3055898759151,3.9591399621034,3.99206194824756,4.25711255821177,4.37906950325805,4.45937668331393,3.98360744732238,4.3470661762345
"1047_s_at",6.04825261940971,5.59621469815147,5.664643747726,5.7646041366345,5.56589679562084,5.82302846008394,5.61141425423343,5.73458636291853,5.60079983807597,5.17117320919109,5.44028633648665,5.92088586720015,5.9108588175904,5.78834197951628,5.8248031469638
"1048_at",4.97365573503395,4.31599419310217,4.41678222912027,4.4552469958417,4.2920699682787,4.48426356881414,4.59153451796417,4.36948116671156,4.17189975913084,4.00390147556366,4.04425310283982,4.73665079855795,4.54335758090082,4.15352527654158,4.20176420498056
"1049_g_at",6.99333527022648,6.16111052815063,6.63206556859188,6.26547233490367,6.02021680425856,6.50087418555945,6.24402729852333,6.13277200685582,6.26100349161912,5.86589049408086,6.25554460316995,6.86249401337968,6.56968990783578,6.38061079861322,6.51352664406052
"104_at",4.87783626871263,4.00357858496355,4.40197531740741,4.4705858398136,3.83718212800405,4.72327185760301,4.06742215184894,4.22484510002253,4.00550724493322,3.40972737576962,4.12050616302604,4.47437346654538,4.46718408703543,4.33078980707433,4.08851909347913
"1050_at",2.72045224704365,2.76731065849348,2.90781514983313,2.76391474880165,2.81818249361988,2.61921957144599,2.85318512016363,2.70100800895051,3.04480227780948,3.96733046429281,2.71404505025572,2.71676190878975,2.61119554727193,2.71262748963069,2.65064624644503
"1051_g_at",4.75452527866043,5.21737508824738,5.68957772466856,5.09254332342214,4.47648311774215,4.78591933098133,4.93095291936416,4.91446859582529,5.49269535333852,5.14673287926146,5.24247610853498,4.70432897428162,5.25526916129524,5.05580535471313,5.08139414013197
"1052_s_at",6.94518347147464,3.97284572835019,4.14953693099364,5.26072274768177,3.47145112710208,4.13236881391866,4.6766006220229,4.88192930598595,3.73214638536549,4.98506833220186,3.80534440309436,4.43192317956942,4.301554132036,3.51316347120771,4.29152596526157
"1053_at",4.85530513465567,5.10787946877619,4.91256084047181,5.05109923945667,4.86190206732025,5.2321038705297,4.61774575281336,4.51025846674064,4.94697860411292,4.11398352662475,5.10422852642497,4.73724372114254,5.10164567443483,5.76126864243968,4.69515210435364
"1054_at",4.02635180459712,4.20251011859384,4.12086945125538,3.9769208906443,4.71843697503514,3.96625579987219,4.29167494068545,4.62182619398017,4.07553846574441,3.71017359965809,4.21815171003048,3.89754887137207,5.17037839410887,4.73686134306036,4.32794774852205
"1055_g_at",4.18759407304653,6.10544483355961,4.38697676096317,4.73865156534458,5.61265726621676,4.79179606703656,6.41968091902469,7.0656388109826,4.81787067455444,5.11746987742151,5.82679104356822,4.76779071970514,6.64186030647329,6.27182424338039,6.19284288550162
"1056_s_at",4.13230533066752,3.67091875629725,3.49970256764161,3.67743952011954,3.89591192870557,4.14395978724218,3.90951474704436,3.87438349947211,3.25977193962227,3.63409459760569,3.72846039498209,4.37090715789535,4.37570435689751,3.60044976480601,4.0490790225969
"1057_at",5.32397399417351,4.46110247163632,4.66913277146225,4.58325682689168,4.68624952051939,5.32626511287546,4.68844982749359,4.24334252164765,4.30545824427182,4.27838334466526,4.96187249266184,5.51618810063533,4.71381864548177,4.55354458656906,4.65113306054162
"1058_at",3.37738462957334,3.30011918308731,3.33015062308815,3.0216564243895,3.23472698818347,3.5535695896615,3.31241997990047,3.17204671381922,3.03785788299104,3.28910161904175,2.95770885507044,3.38443209036433,3.41339726353962,3.13948515121839,3.20247357659302
"1059_at",3.75393454660225,3.57195571472569,3.7668447083593,3.35256187052206,3.41368840223118,3.48296141195354,3.653856640851,3.61664951465352,3.53779079536147,3.52051438896447,3.32849027889586,3.61863338301425,3.87820829864524,3.28066230800258,3.2412012292289
"105_at",3.69683703233732,3.49521560961898,3.35337404637036,3.29913387410334,3.23425657482167,3.57452576537843,3.43274823425731,3.65731635128007,3.56435967372109,3.16053496884233,3.24769879261377,3.58814758103492,3.62667597793736,3.4900769592546,3.55281330402424
"1060_g_at",5.83689852157745,6.03073956923495,6.69222427778947,6.37414835107142,5.95897478923937,6.12813118221729,5.92783738040805,5.82576768225089,6.52524790595827,6.25434619692169,6.58793508941065,5.94797677932123,6.30816231516932,5.96724140455375,5.79696202827731
"1061_at",6.86715325304439,6.18990820286233,6.91375672752046,6.46133219399812,6.85368054107486,7.11953673215252,6.34006348595221,5.9250461900249,5.70376800811084,6.77323324206449,6.28102802699601,6.70638483308734,6.42364622901569,6.5489866973469,6.53309465720373
"1062_g_at",6.14219015467573,5.55221371345323,6.00145166694006,5.88034697120787,7.44478093575545,6.18149495994704,6.16195682394982,7.06941211580863,5.02809450328892,7.06526198859091,5.70095586605762,6.06570626304212,5.50657773717477,5.95579072504216,6.20142194037093
"1063_s_at",5.95766968661063,6.19811842144591,6.28791646017187,6.28521156185157,5.90839353944592,5.98180489353346,5.96584559516476,6.14316285543607,6.52921582662535,5.88212186856068,6.2383499942221,6.17892958307335,6.4670277076866,6.47473578302104,6.01263173072664
"1064_at",3.74398583865096,4.82602086240842,4.31507031410617,5.50515509439354,5.19932700964265,3.8874499061806,5.38428352870947,4.9876601809356,5.00345500387972,5.48634192467857,4.78258057651027,4.43540663863432,4.45333342343545,4.75478064385515,5.89225360538549
"1065_at",8.4754186077895,9.9397681802257,9.14033897136301,9.57971003082308,10.5698460579762,9.22787230182181,11.1088366140013,9.86488992904703,10.2881365647131,10.4712212090238,6.88009676843081,5.22649848147773,6.54969333608388,5.86112388338242,6.78099695607106
"1066_at",5.59745432461193,5.46974505188277,5.35408684799797,5.58222508372084,5.25559775733707,5.60652045867404,5.49398406049457,5.64943202423056,5.5544064005283,5.10309709504729,5.67840540624988,5.91224411013367,5.71742661113614,5.52871653034395,5.71530427984255
"1067_at",4.19025077271962,4.69770058409185,4.7558173152473,4.34459786604047,4.19420017435099,4.60772369776539,4.18681342233902,4.59877510265294,4.35959361330376,4.03751030956491,4.96876895476696,4.96623781887091,5.14140917953746,4.86994844522017,4.73836651995174
"1068_g_at",7.37929801498501,6.67714014583306,6.87932112270661,7.18932076197772,6.74282646586275,7.28234554785863,6.85246691926261,6.69428065506514,6.91205533472072,6.46824111815172,7.06578969607365,7.43857706127277,7.03010747299729,7.27734716526607,7.03361479712428
"1069_at",3.61013352074549,3.66776788609096,3.96304274176512,3.65674876601926,3.71121526849732,3.65091301219073,4.18159820631259,3.44344354441648,4.1679518737089,4.4169259852714,3.85915175619974,3.76198168006839,3.83944797785772,3.72290066924664,3.79511785552191
"106_at",6.45701030617716,5.63843841347618,5.52057545011015,6.10648956679242,5.48299672863247,5.66437111291736,6.51048107496707,6.62319478143512,4.87374496419826,6.00353571765828,6.47010035403065,6.45759993113798,5.72090727671088,5.63312533947495,6.96355027867211
"1070_at",6.11326392739559,6.04616235353793,6.33806001590016,6.38266514860222,6.91993928125371,6.41780699104322,6.44855510927321,6.03256399010726,6.2586234521445,7.5927344123799,6.34222509202321,6.20603223308778,6.14039630112558,6.45601966582788,6.25114380128065
"1071_at",6.31781479339439,6.07241334077301,5.97997872693552,6.24946953020805,5.48147703413965,6.16257521906929,5.73222505586399,5.88284994679271,5.59462090613606,5.38706657408942,5.73029780094676,6.05761209572712,6.02821717353105,5.94803586496824,5.84608719443627
"1072_g_at",7.24553028123018,6.4081811768116,6.88229002695925,6.57236991725679,5.97291857055858,6.7494932692156,6.29536903376573,6.18419048798833,6.39515247209449,5.76383932770024,6.29545284357988,6.82800644677328,6.54905360699862,6.35454777139499,6.45198665803884
"1073_at",8.53979712595825,8.76657664734754,8.16133011760429,8.86392905932317,9.41328824701821,8.81791107431433,9.37760464963601,8.63624514725311,8.79658287175372,9.26482428477778,8.55679502434136,8.29859343447337,9.00960578089598,8.97835985494529,9.15305218206868
"1074_at",5.75608868486863,5.38673149435473,5.21499846017771,6.74541942535408,6.35695965182811,5.59743291921561,5.29360895159632,4.44358742782706,5.50254396587696,6.65134039031255,5.75422060656355,5.5262749063992,4.99256782539157,6.13632656667179,5.72878959252793
"1075_f_at",3.60109030698459,3.59228662174963,3.79910134074616,3.60841963497441,3.70586461260316,3.63824338122361,3.64709673488843,3.29663469981407,3.76994836152402,3.90634881544086,3.52354139071475,3.31540747013848,3.69944322430613,3.54017491927463,3.51519217278705
"1076_at",3.56498381942969,3.67145822402076,3.60066052689143,3.81503043669838,3.15817599972123,3.56134713801417,3.37856137190025,3.33639616722582,3.88706481470186,3.97225689340632,4.20905818039452,3.50919055599214,3.7294329189974,3.56572962180386,3.62965933282131
"1077_at",3.20151644651234,4.14738600513952,3.96919894300516,3.16323980117291,5.08302440142259,3.06471278507767,5.6274995829059,5.41235221272131,3.92182772113441,4.50707797375265,5.21966217073805,4.52217874802858,5.75755588903878,3.42978647674051,3.18873856989874
"1078_at",3.43636559335762,3.36296432856096,3.25906789616651,3.16096784190092,3.05609339478791,3.19854755996945,3.10793854305866,2.95301907946284,3.37532044809637,3.24222451340238,3.14240203238122,3.18583389498293,3.34051370899248,3.20440568254636,3.1090349523091
"1079_g_at",5.09575497771844,5.7064916622942,5.8754937648952,5.39003487731862,5.12564431241676,4.85503189554429,5.08539879713129,5.3454430878668,5.45664629507163,5.11415703889264,5.47384107356314,5.10275105819403,5.59416679662941,5.33036110213053,5.27649656567482
"107_at",6.12937001576096,6.18971564888306,6.22635463339237,6.2411217786377,5.64494041348678,6.19103667890093,6.05391742786564,5.76972891455679,6.03282060711796,5.9613368328704,6.16235131122246,5.97668854725453,6.16973601444858,5.85305903620096,5.993464642971
"1080_s_at",4.11848201940315,4.03257415568216,4.77102572155658,3.95179970807669,3.59287159043295,4.27197049499666,3.84096887887983,3.8244126734026,4.09161050115598,3.69745928722172,3.84952936596001,3.95996253100895,4.23556520313837,3.98693507958544,3.91302932849785
"1081_at",8.63192890693416,8.48755991427606,7.82303690012446,9.87971182173951,8.95200431154566,8.5938678768267,8.75225904309596,7.60023393574371,8.17683443534319,8.05795061001885,10.4431000708077,9.8638783180188,9.7776673548363,11.1292309242927,10.3070367571621
"1082_at",5.15907082495523,4.5057093994788,4.68189250728093,4.38903905603324,4.4082728416458,4.80181609133647,4.273624438824,4.44276339804734,4.53011514048535,4.21945071125799,4.65342330974369,4.99411451489014,4.75590488104736,4.5883154910709,4.65838412213216
"1083_s_at",6.21445953550612,6.44488515712874,6.53932173432056,6.17221849678672,5.7263738473638,6.1024813564203,6.01295996555083,6.37108247379998,6.28540960846774,5.61026641897285,6.0791106865201,6.24237133195357,6.65301752832939,6.04884122896908,6.10928089697035
"1084_at",5.32188714629123,4.46095012194355,4.47104549057177,4.57999476845364,4.29619943223338,5.40903168162252,4.508652356705,4.24208107904479,4.39037158246861,4.0094795796374,4.39226334207082,5.11806835154563,4.49650696022018,4.60808450628234,4.29224193051861
"1085_s_at",6.85159483972534,8.05852117272386,8.28085893849586,7.15872852439099,8.37276542958643,6.15354274093506,8.50946638673144,8.38331613816463,7.50793447968538,6.73492772741934,7.09845342608318,7.18127115982447,8.13681212087763,7.47113305889707,8.32722093325033
"1086_at",4.78975583897368,4.72345409431116,4.5900568930072,4.42567703639793,4.13532982824658,4.48286124661949,4.22822911289537,4.23624680782869,4.23113308069645,3.69506222165001,4.49236350539281,6.74852240948247,4.95715793384475,4.57454713850302,4.72913481997444
"1087_at",5.29509401464283,4.70141773445362,5.31065990563313,5.33035799660611,5.06449631118337,5.4589683929342,5.19455548636967,5.27180999439987,4.87947553135275,4.69974961084933,5.14621517462629,5.10745962094679,4.9677891926067,5.04864354674094,4.93260372273025
"1088_at",3.13037365890557,3.01204174954393,3.46378150410758,3.25329297172272,3.01560443625269,4.34475475583313,3.54613928845329,3.16336359912771,3.01288741194063,3.11502038768103,2.91945312640078,2.94007705101375,3.31740831712259,2.95552862241956,2.90264481027011
"1089_i_at",5.69532057562506,5.70983923796308,6.59257370921933,5.85601722426401,5.33946991247047,5.44029584935917,5.655224571052,5.87231768379691,6.0060358959524,5.53953049461075,5.77474745524773,6.30105886812187,6.46218468420655,5.6031489924504,5.83239403157565
"108_g_at",7.39710164356097,7.31550718480876,7.74814794325209,7.31622341624016,6.72746194458333,7.1516393282696,6.84024701641711,6.73718293878193,6.93475360724969,6.70401520568199,7.13571019668528,7.11165763781684,7.10075050753957,7.05714883632676,6.90271172839664
"1090_f_at",4.19297351235066,4.09495999416237,4.02473081818173,3.88455245329018,3.70474928911914,3.82354643091263,3.83727058255318,4.13798223222996,4.04934007288219,4.11758346213518,4.35705830826697,4.91910687258905,4.34270446469121,3.91364221405494,4.33907181344593
"1091_at",7.86161013563607,7.8535372260299,7.7090506845962,7.86645522064083,7.65059436694348,7.79309004239626,7.857686924227,7.53259293238411,7.54583803907542,7.40014843474432,7.60219825696218,7.76955738000997,7.93197872243058,7.88775956655818,7.75306768814085
"1092_at",8.24122767844297,7.99222896250098,8.18366423124401,8.31898932594512,7.87340939723537,8.22770326141133,8.02884735474045,7.84118426253653,7.85308352797596,7.82486698212156,7.94142271712578,8.27457713054805,7.84251699327388,7.97744088264615,7.92635365861545
"1093_at",3.33342127308157,2.99113093873775,2.88859760831493,3.16234028218707,3.64205736667268,3.62006272894951,3.17814170601764,3.29597386738401,2.89999692010076,3.23858283621133,3.12531192382924,3.41895871243371,3.272007494121,3.0904051153515,3.17946999402159
"1094_g_at",5.09187870754319,5.3867236745789,5.64566077419521,5.42986090614224,5.27663657937539,5.18372336342074,5.36584628612874,5.23957569802991,5.12200058964858,5.07990926935923,5.4647537036227,5.55510546867066,5.71055222729926,5.32373575907495,5.27340654404894
"1095_s_at",2.8811208925899,2.5612535156567,2.87475821566334,2.73177611028391,3.0683618400341,2.75164073491688,2.78215252070574,2.7996047262423,2.81678034143957,2.85866737122482,2.6568090926861,2.86447203410578,2.84922982173539,2.59991886270998,2.76981684166925
"1096_g_at",7.47448290179733,8.97540063143643,8.84422732019435,9.10656106428142,10.0508275448189,7.87017195221681,10.2292284441869,9.79017565011823,9.26144644330161,8.85891918845995,9.7069989787971,10.8821676208756,10.503284409765,9.51374885837196,10.8602127487939
"1097_s_at",5.62280825879044,5.46370403994046,6.01221643463552,5.60696897632835,5.01749706537268,6.51909786301091,5.9289289066595,5.48866514027638,5.55300858846253,5.46905932622685,7.20794623539377,7.04573100847323,6.31114868731488,6.12325242423352,5.94576354396852
"1098_at",3.20694521982573,3.12038832227883,3.36190873330218,3.20706083437736,3.38975418531199,3.22393514552206,3.12769875370432,3.28059727126041,3.2494982476551,3.29645709946768,3.07610029845535,3.30865105831807,3.42063502729828,3.182061411715,3.16875859670652
"1099_s_at",4.11485494812062,3.80814862835665,3.92422213915765,3.81988112363361,3.56238491217239,3.97942322091543,3.88694157649526,3.96199501388016,3.61519778016452,3.45680997734118,3.83332040502001,4.22367084164656,4.00931606377769,3.80128198019685,3.89634195777398
